NTD ID,Mode,Year,Total Minor Incidents,Customer Injuries,Worker Injuries,Other Injuries,Total Injuries
40019,DR,2021,1,1,0,0,1
40019,DR,2022,1,1,0,0,1
40019,MB,2016,3,3,0,0,3
40019,MB,2018,2,2,0,0,2
40019,MB,2019,1,1,0,0,1
40019,MB,2020,2,2,0,0,2
40019,MB,2021,2,2,0,0,2
40021,DR,2018,1,1,0,0,1
40021,DR,2022,1,1,0,0,1
40021,MB,2016,7,7,0,0,7
40021,MB,2017,1,0,1,0,1
40021,MB,2018,4,0,4,0,4
40021,MB,2019,1,1,0,0,1
40021,MB,2021,2,1,1,0,2
40021,MB,2022,2,2,0,0,2
40022,DR,2016,12,12,0,0,12
40022,DR,2017,12,12,0,0,12
40022,DR,2018,11,11,0,0,11
40022,DR,2019,15,11,4,0,15
40022,DR,2020,4,4,0,0,4
40022,DR,2021,11,9,2,0,11
40022,DR,2022,13,11,1,1,13
40022,HR,2016,93,91,1,0,92
40022,HR,2017,101,81,14,0,95
40022,HR,2018,154,122,4,0,126
40022,HR,2019,164,93,4,0,97
40022,HR,2020,232,140,21,1,162
40022,HR,2021,175,115,15,0,130
40022,HR,2022,187,126,13,0,139
40022,MB,2016,62,61,1,0,62
40022,MB,2017,57,48,8,0,56
40022,MB,2018,96,95,0,0,95
40022,MB,2019,121,111,7,0,118
40022,MB,2020,155,142,11,0,153
40022,MB,2021,168,96,70,0,166
40022,MB,2022,159,137,19,0,156
40022,SR,2018,1,0,0,0,0
40022,SR,2019,2,2,0,0,2
40022,SR,2021,4,3,1,0,4
40025,DR,2016,3,3,0,0,3
40025,DR,2018,2,1,1,0,2
40025,DR,2019,11,2,9,0,11
40025,DR,2020,5,2,3,0,5
40025,DR,2021,2,2,0,0,2
40025,DR,2022,8,8,0,0,8
40025,FB,2019,1,1,0,0,1
40025,MB,2016,28,15,12,1,28
40025,MB,2017,5,1,4,0,5
40025,MB,2018,15,9,6,0,15
40025,MB,2019,3,3,0,0,3
40025,MB,2020,4,2,2,0,4
40025,MB,2021,2,1,1,0,2
40025,MB,2022,41,41,0,0,41
40026,DR,2017,1,1,0,0,1
40026,DR,2019,1,1,0,0,1
40026,MB,2016,1,1,0,0,1
40026,MB,2017,2,2,0,0,2
40026,MB,2018,1,1,0,0,1
40026,MB,2019,1,1,0,0,1
40026,MB,2020,1,0,0,1,1
40026,MB,2021,1,1,0,0,1
40026,MB,2022,2,2,0,0,2
40027,CB,2017,1,1,0,0,1
40027,DR,2016,1,1,0,0,1
40027,DR,2018,5,3,2,0,5
40027,DR,2019,3,3,0,0,3
40027,DR,2020,3,3,0,0,3
40027,DR,2021,1,1,0,0,1
40027,DR,2022,1,1,0,0,1
40027,MB,2016,48,47,0,0,47
40027,MB,2017,47,46,1,0,47
40027,MB,2018,40,37,2,1,40
40027,MB,2019,43,39,4,0,43
40027,MB,2020,42,41,1,0,42
40027,MB,2021,33,31,2,0,33
40027,MB,2022,27,27,0,0,27
40028,DR,2016,2,1,1,0,2
40028,DR,2017,3,1,2,0,3
40028,DR,2018,2,1,1,0,2
40028,DR,2019,3,2,1,0,3
40028,DR,2020,2,1,1,0,2
40028,MB,2016,13,11,2,0,13
40028,MB,2017,8,7,1,0,8
40028,MB,2018,11,6,2,0,8
40028,MB,2019,5,5,0,0,5
40028,MB,2020,10,8,2,0,10
40028,MB,2021,5,5,0,0,5
40028,MB,2022,7,6,1,0,7
40029,DR,2016,15,15,0,0,15
40029,DR,2017,26,26,0,0,26
40029,DR,2018,12,12,0,0,12
40029,DR,2019,14,14,0,0,14
40029,DR,2020,2,2,0,0,2
40029,DR,2021,2,2,0,0,2
40029,DR,2022,6,6,0,0,6
40029,MB,2016,74,74,0,0,74
40029,MB,2017,84,84,0,0,84
40029,MB,2018,62,61,1,0,62
40029,MB,2019,81,81,0,0,81
40029,MB,2020,61,60,1,0,61
40029,MB,2021,78,77,0,1,78
40029,MB,2022,72,72,0,0,72
40030,DR,2018,1,1,0,0,1
40030,DR,2019,1,1,0,0,1
40030,DR,2021,1,1,0,0,1
40030,MB,2018,6,6,0,0,6
40030,MB,2020,2,2,0,0,2
40030,MB,2021,1,1,0,0,1
40030,MB,2022,2,2,0,0,2
40031,DR,2016,4,4,0,0,4
40031,DR,2017,3,2,1,0,3
40031,DR,2018,2,0,1,0,1
40031,DR,2019,2,2,0,0,2
40031,DR,2020,1,1,0,0,1
40031,DR,2021,1,1,0,0,1
40031,MB,2016,2,2,0,0,2
40031,MB,2017,8,6,2,0,8
40031,MB,2018,8,6,2,0,8
40031,MB,2019,1,1,0,0,1
40031,MB,2020,1,1,0,0,1
40031,MB,2021,2,1,0,0,1
40032,DR,2016,6,4,0,1,5
40032,DR,2017,4,4,0,0,4
40032,DR,2018,5,5,0,0,5
40032,DR,2019,1,1,0,0,1
40032,DR,2020,4,4,0,0,4
40032,DR,2021,2,2,0,0,2
40032,DR,2022,2,2,0,0,2
40032,MB,2016,13,12,0,1,13
40032,MB,2017,28,28,0,0,28
40032,MB,2018,23,20,2,1,23
40032,MB,2019,15,14,0,1,15
40032,MB,2020,18,18,0,0,18
40032,MB,2021,15,14,0,1,15
40032,MB,2022,20,20,0,0,20
40034,HR,2016,62,60,0,0,60
40034,HR,2017,66,62,3,0,65
40034,HR,2018,82,80,2,0,82
40034,HR,2019,97,94,3,0,97
40034,HR,2020,96,94,2,0,96
40034,HR,2021,91,88,3,0,91
40034,HR,2022,74,72,2,0,74
40034,MB,2016,75,71,2,1,74
40034,MB,2017,93,85,2,0,87
40034,MB,2018,119,117,1,0,118
40034,MB,2019,131,126,3,0,129
40034,MB,2020,141,135,4,0,139
40034,MB,2021,138,133,4,0,137
40034,MB,2022,124,121,3,0,124
40034,MG,2016,54,51,3,0,54
40034,MG,2017,59,59,0,0,59
40034,MG,2018,67,66,1,0,67
40034,MG,2019,90,90,0,0,90
40034,MG,2020,93,90,1,0,91
40034,MG,2021,84,81,3,0,84
40034,MG,2022,71,69,2,0,71
40035,DR,2016,6,6,0,0,6
40035,DR,2017,11,11,0,0,11
40035,DR,2018,11,11,0,0,11
40035,DR,2019,3,3,0,0,3
40035,DR,2020,1,1,0,0,1
40035,DR,2022,4,4,0,0,4
40035,MB,2016,29,29,0,0,29
40035,MB,2017,78,78,0,0,78
40035,MB,2018,40,40,0,0,40
40035,MB,2019,31,30,0,1,31
40035,MB,2020,11,11,0,0,11
40035,MB,2021,8,8,0,0,8
40035,MB,2022,20,20,0,0,20
40035,RB,2017,4,4,0,0,4
40035,RB,2019,1,1,0,0,1
40035,RB,2021,2,2,0,0,2
40035,RB,2022,2,2,0,0,2
40036,DR,2016,2,2,0,0,2
40036,DR,2018,1,1,0,0,1
40036,DR,2019,5,5,0,0,5
40036,DR,2020,7,7,0,0,7
40036,DR,2021,8,8,0,0,8
40036,DR,2022,9,9,0,0,9
40036,MB,2016,11,10,1,0,11
40036,MB,2017,2,2,0,0,2
40036,MB,2018,6,6,0,0,6
40036,MB,2019,4,4,0,0,4
40036,MB,2020,12,12,0,0,12
40036,MB,2021,16,16,0,0,16
40036,MB,2022,10,9,0,0,9
40037,DR,2016,15,14,1,0,15
40037,DR,2017,11,11,0,0,11
40037,DR,2018,17,17,0,0,17
40037,DR,2019,12,12,0,0,12
40037,DR,2020,13,12,0,1,13
40037,DR,2021,11,11,0,0,11
40037,DR,2022,2,1,0,1,2
40037,MB,2016,43,42,1,0,43
40037,MB,2017,20,20,0,0,20
40037,MB,2018,23,23,0,0,23
40037,MB,2019,16,16,0,0,16
40037,MB,2020,6,6,0,0,6
40037,MB,2021,8,8,0,0,8
40037,MB,2022,4,4,0,0,4
40038,DR,2019,1,1,0,0,1
40038,DR,2020,2,2,0,0,2
40038,MB,2019,17,17,0,0,17
40038,MB,2021,2,2,0,0,2
40038,MB,2022,2,1,1,0,2
40040,DR,2016,14,14,0,0,14
40040,DR,2017,5,3,2,0,5
40040,DR,2018,6,6,0,0,6
40040,DR,2019,3,3,0,0,3
40040,DR,2021,2,0,0,0,0
40040,DR,2022,2,2,0,0,2
40040,FB,2019,2,0,2,0,2
40040,MB,2016,39,39,0,0,39
40040,MB,2017,43,35,8,0,43
40040,MB,2018,25,20,3,1,24
40040,MB,2019,28,26,1,0,27
40040,MB,2020,23,21,0,0,21
40040,MB,2021,15,12,1,0,13
40040,MB,2022,28,24,2,0,26
40040,MG,2016,1,1,0,0,1
40040,MG,2017,3,2,1,0,3
40040,MG,2018,3,2,1,0,3
40040,MG,2019,2,1,1,0,2
40040,MG,2020,3,0,3,0,3
40040,MG,2021,2,2,0,0,2
40040,MG,2022,5,0,0,0,0
40041,DR,2016,2,2,0,0,2
40041,DR,2017,4,4,0,0,4
40041,DR,2018,1,1,0,0,1
40041,DR,2020,2,2,0,0,2
40041,DR,2021,4,4,0,0,4
40041,DR,2022,1,1,0,0,1
40041,MB,2016,33,31,0,2,33
40041,MB,2017,51,49,1,0,50
40041,MB,2018,45,42,2,1,45
40041,MB,2019,32,31,1,0,32
40041,MB,2020,22,22,0,0,22
40041,MB,2021,15,15,0,0,15
40041,MB,2022,20,18,2,0,20
40041,SR,2016,1,0,0,1,1
40041,SR,2017,1,0,0,1,1
40041,SR,2022,2,2,0,0,2
40042,DR,2016,8,8,0,0,8
40042,DR,2017,3,3,0,0,3
40042,DR,2018,9,9,0,0,9
40042,DR,2019,2,2,0,0,2
40042,DR,2020,5,5,0,0,5
40042,MB,2016,18,18,0,0,18
40042,MB,2017,16,16,0,0,16
40042,MB,2018,9,7,0,0,7
40042,MB,2019,17,16,0,0,16
40042,MB,2020,7,7,0,0,7
40042,MB,2021,1,1,0,0,1
40043,MB,2022,2,2,0,0,2
40044,DR,2021,1,1,0,0,1
40046,DR,2018,1,0,1,0,1
40046,DR,2019,4,3,1,0,4
40046,DR,2020,1,1,0,0,1
40046,DR,2021,2,1,1,0,2
40046,DR,2022,2,1,0,1,2
40046,MB,2016,7,3,1,3,7
40046,MB,2017,10,7,1,2,10
40046,MB,2018,7,7,0,0,7
40046,MB,2019,4,3,0,1,4
40046,MB,2021,9,9,0,0,9
40046,MB,2022,10,7,0,3,10
40051,MB,2016,5,5,0,0,5
40051,MB,2017,1,1,0,0,1
40053,DR,2020,1,1,0,0,1
40053,MB,2016,11,11,0,0,11
40053,MB,2017,5,5,0,0,5
40053,MB,2018,6,6,0,0,6
40053,MB,2019,1,1,0,0,1
40053,MB,2020,6,6,0,0,6
40053,MB,2021,7,7,0,0,7
40053,MB,2022,4,4,0,0,4
40057,DR,2019,1,1,0,0,1
40057,DR,2020,1,1,0,0,1
40057,DR,2022,3,3,0,0,3
40057,MB,2019,5,3,0,2,5
40057,MB,2020,3,3,0,0,3
40057,MB,2021,1,1,0,0,1
40058,DR,2021,1,1,0,0,1
40058,DR,2022,2,2,0,0,2
40058,MB,2016,2,1,0,0,1
40058,MB,2018,2,2,0,0,2
40058,MB,2021,1,1,0,0,1
40058,MB,2022,2,0,2,0,2
40063,DR,2016,1,1,0,0,1
40063,DR,2017,6,6,0,0,6
40063,DR,2018,1,1,0,0,1
40063,DR,2019,2,2,0,0,2
40063,DR,2020,3,3,0,0,3
40063,MB,2016,15,12,3,0,15
40063,MB,2017,21,21,0,0,21
40063,MB,2018,19,16,3,0,19
40063,MB,2019,14,14,0,0,14
40063,MB,2020,14,12,2,0,14
40063,MB,2021,9,9,0,0,9
40063,MB,2022,1,1,0,0,1
40068,DR,2016,1,1,0,0,1
40068,DR,2018,4,4,0,0,4
40068,DR,2019,1,1,0,0,1
40068,DR,2022,1,1,0,0,1
40071,DR,2017,1,1,0,0,1
40071,DR,2020,3,1,0,2,3
40071,MB,2017,1,1,0,0,1
40071,MB,2018,1,0,0,1,1
40074,DR,2017,1,0,1,0,1
40074,DR,2018,5,5,0,0,5
40074,DR,2019,6,5,1,0,6
40074,DR,2021,1,1,0,0,1
40074,MB,2016,1,1,0,0,1
40074,MB,2017,5,5,0,0,5
40074,MB,2018,17,17,0,0,17
40074,MB,2019,3,3,0,0,3
40074,MB,2020,3,3,0,0,3
40074,MB,2022,3,2,1,0,3
40078,CB,2017,1,1,0,0,1
40078,CB,2019,1,0,0,0,0
40078,CB,2021,1,0,0,0,0
40078,DR,2016,3,3,0,0,3
40078,DR,2017,2,2,0,0,2
40078,DR,2018,1,1,0,0,1
40078,DR,2019,3,2,0,0,2
40078,DR,2020,1,1,0,0,1
40078,MB,2016,2,2,0,0,2
40078,MB,2017,9,9,0,0,9
40078,MB,2018,6,6,0,0,6
40078,MB,2019,4,2,0,0,2
40082,MB,2022,1,1,0,0,1
40086,DR,2016,1,1,0,0,1
40086,DR,2017,1,1,0,0,1
40086,DR,2018,4,4,0,0,4
40086,DR,2020,3,2,0,0,2
40086,DR,2022,1,1,0,0,1
40086,MB,2016,19,17,0,0,17
40086,MB,2017,11,11,0,0,11
40086,MB,2018,13,12,0,0,12
40086,MB,2019,10,9,0,0,9
40086,MB,2020,7,7,0,0,7
40086,MB,2021,6,6,0,0,6
40086,MB,2022,8,8,0,0,8
40087,DR,2016,4,0,4,0,4
40087,DR,2017,10,4,6,0,10
40087,DR,2018,5,0,5,0,5
40087,DR,2019,1,0,1,0,1
40087,DR,2020,1,1,0,0,1
40087,MB,2016,18,13,1,4,18
40087,MB,2017,29,29,0,0,29
40087,MB,2018,21,21,0,0,21
40087,MB,2019,31,31,0,0,31
40087,MB,2020,15,15,0,0,15
40087,MB,2021,35,34,1,0,35
40087,MB,2022,7,5,0,1,6
40093,DR,2016,10,9,1,0,10
40093,DR,2017,3,3,0,0,3
40093,DR,2018,1,0,1,0,1
40093,DR,2019,3,3,0,0,3
40093,DR,2020,5,5,0,0,5
40093,DR,2021,1,1,0,0,1
40093,DR,2022,3,3,0,0,3
40093,MB,2016,17,13,4,0,17
40093,MB,2017,15,14,1,0,15
40093,MB,2018,11,10,1,0,11
40093,MB,2019,7,7,0,0,7
40093,MB,2020,11,11,0,0,11
40093,MB,2021,3,3,0,0,3
40093,MB,2022,4,4,0,0,4
40094,HR,2016,19,17,2,0,19
40094,HR,2017,12,11,1,0,12
40094,HR,2018,22,21,0,1,22
40094,HR,2019,26,26,0,0,26
40094,HR,2020,17,15,2,0,17
40094,HR,2021,52,48,2,0,50
40094,HR,2022,55,55,0,0,55
40094,MB,2016,2,2,0,0,2
40094,MB,2018,3,3,0,0,3
40094,MB,2021,1,1,0,0,1
40097,DR,2016,3,3,0,0,3
40097,DR,2017,4,4,0,0,4
40097,DR,2018,3,3,0,0,3
40097,DR,2019,1,1,0,0,1
40097,MB,2018,2,1,1,0,2
40097,MB,2019,1,1,0,0,1
40100,DR,2022,1,1,0,0,1
40100,MB,2016,1,0,0,0,0
40100,MB,2017,1,1,0,0,1
40100,MB,2019,2,2,0,0,2
40100,MB,2021,3,3,0,0,3
40100,MB,2022,1,1,0,0,1
40104,DR,2017,3,3,0,0,3
40104,DR,2018,1,1,0,0,1
40104,MB,2016,1,1,0,0,1
40104,MB,2017,11,9,1,0,10
40104,MB,2018,4,4,0,0,4
40105,PB,2016,1,1,0,0,1
40105,PB,2017,1,1,0,0,1
40105,PB,2018,1,1,0,0,1
40105,PB,2019,3,2,0,0,2
40105,PB,2020,3,2,0,0,2
40105,PB,2021,1,1,0,0,1
40105,PB,2022,2,1,0,1,2
40108,MB,2019,1,1,0,0,1
40108,MB,2020,1,1,0,0,1
40108,MB,2021,3,3,0,0,3
40108,MB,2022,1,1,0,0,1
40110,DR,2021,5,5,0,0,5
40110,DR,2022,5,5,0,0,5
40110,MB,2016,5,5,0,0,5
40110,MB,2017,3,2,0,0,2
40110,MB,2018,5,4,0,0,4
40110,MB,2019,6,6,0,0,6
40110,MB,2020,2,2,0,0,2
40110,MB,2021,12,12,0,0,12
40110,MB,2022,17,17,0,0,17
40120,DR,2016,1,1,0,0,1
40128,DR,2018,5,5,0,0,5
40128,DR,2019,2,2,0,0,2
40128,MB,2016,1,0,0,1,1
40128,MB,2018,3,3,0,0,3
40129,DR,2016,1,1,0,0,1
40129,DR,2017,4,4,0,0,4
40129,DR,2018,2,2,0,0,2
40138,CB,2017,3,3,0,0,3
40138,DR,2017,4,4,0,0,4
40138,DR,2020,1,1,0,0,1
40138,MB,2017,2,2,0,0,2
40138,MB,2018,1,1,0,0,1
40138,MB,2019,2,2,0,0,2
40138,MB,2022,1,1,0,0,1
40140,DR,2016,1,1,0,0,1
40140,DR,2017,2,1,1,0,2
40140,DR,2018,1,1,0,0,1
40140,DR,2019,1,1,0,0,1
40140,DR,2020,4,4,0,0,4
40140,DR,2022,3,3,0,0,3
40140,MB,2016,5,2,1,2,5
40140,MB,2017,3,2,1,0,3
40140,MB,2019,3,3,0,0,3
40140,MB,2020,3,3,0,0,3
40140,MB,2022,6,6,0,0,6
40141,DR,2016,1,0,0,1,1
40141,DR,2017,1,1,0,0,1
40141,DR,2018,1,1,0,0,1
40141,DR,2019,1,1,0,0,1
40141,MB,2016,6,3,1,1,5
40141,MB,2017,8,8,0,0,8
40141,MB,2018,6,5,1,0,6
40141,MB,2019,3,3,0,0,3
40141,MB,2020,6,6,0,0,6
40147,MB,2021,1,0,0,0,0
40147,MB,2022,1,0,0,1,1
40158,DR,2016,1,1,0,0,1
40158,DR,2017,4,4,0,0,4
40158,DR,2018,3,2,1,0,3
40158,DR,2019,3,2,1,0,3
40158,DR,2020,1,0,1,0,1
40158,MB,2016,3,3,0,0,3
40158,MB,2017,5,4,1,0,5
40158,MB,2018,5,4,1,0,5
40158,MB,2019,1,1,0,0,1
40158,MB,2022,1,1,0,0,1
40171,DR,2016,1,1,0,0,1
40171,DR,2017,1,1,0,0,1
40171,DR,2018,1,1,0,0,1
40171,DR,2020,1,1,0,0,1
40171,DR,2021,2,1,1,0,2
40171,DR,2022,1,1,0,0,1
40172,DR,2016,1,1,0,0,1
40172,DR,2017,2,1,1,0,2
40172,DR,2018,2,0,2,0,2
40172,DR,2019,4,2,2,0,4
40172,DR,2021,1,1,0,0,1
40172,DR,2022,1,1,0,0,1
40172,MB,2020,2,0,2,0,2
40175,FB,2016,1,0,1,0,1
40175,FB,2018,2,0,2,0,2
40175,FB,2019,1,1,0,0,1
40175,FB,2022,16,0,16,0,16
40180,MB,2016,2,2,0,0,2
40180,MB,2017,3,3,0,0,3
40180,MB,2022,3,0,3,0,3
40185,DR,2016,1,1,0,0,1
40185,DR,2017,1,1,0,0,1
40185,MB,2016,3,3,0,0,3
40185,MB,2017,4,4,0,0,4
40192,MB,2018,1,0,0,1,1
40203,VP,2018,1,1,0,0,1
40208,MB,2017,1,1,0,0,1
40208,MB,2022,1,0,0,0,0
40222,DR,2016,12,6,6,0,12
40222,DR,2017,5,3,2,0,5
40222,DR,2018,6,3,3,0,6
40222,DR,2019,1,1,0,0,1
40222,DR,2020,2,2,0,0,2
40222,DR,2022,2,1,1,0,2
40224,DR,2016,4,2,0,0,2
40224,DR,2017,4,3,1,0,4
40224,DR,2019,1,1,0,0,1
40224,DR,2020,1,1,0,0,1
40228,DR,2018,1,1,0,0,1
40228,DR,2019,17,12,5,0,17
40228,DR,2020,7,5,2,0,7
40228,DR,2021,8,5,2,0,7
40228,DR,2022,8,5,3,0,8
40230,SR,2016,4,1,3,0,4
40230,SR,2017,1,0,1,0,1
40245,DR,2016,3,2,0,0,2
40245,DR,2017,2,2,0,0,2
40259,MB,2017,1,1,0,0,1
40928,DR,2016,1,0,1,0,1
40928,DR,2017,4,0,4,0,4
40928,DR,2018,1,0,1,0,1
40928,DR,2020,1,1,0,0,1
40928,DR,2021,3,1,2,0,3
40928,DR,2022,1,1,0,0,1
40950,DR,2017,3,1,2,0,3
40950,DR,2018,1,0,1,0,1
40950,DR,2019,2,2,0,0,2
40950,DR,2020,1,1,0,0,1
40950,DR,2022,1,1,0,0,1
41199,DR,2020,4,3,1,0,4
41199,DR,2021,3,3,0,0,3
41199,DR,2022,3,3,0,0,3
41199,MB,2020,1,1,0,0,1
41199,MB,2021,8,7,1,0,8
41199,MB,2022,2,2,0,0,2
42000,VP,2022,3,0,0,0,0
44929,MB,2021,2,0,1,1,2
50001,MB,2016,1,1,0,0,1
50002,MB,2020,2,2,0,0,2
50002,MB,2022,1,1,0,0,1
50003,MB,2019,1,1,0,0,1
50005,DR,2021,1,1,0,0,1
50005,MB,2017,9,9,0,0,9
50005,MB,2018,7,7,0,0,7
50005,MB,2019,8,8,0,0,8
50005,MB,2021,3,3,0,0,3
50005,MB,2022,4,4,0,0,4
50006,DR,2017,1,1,0,0,1
50006,DR,2022,3,1,0,0,1
50006,MB,2017,1,1,0,0,1
50006,MB,2020,2,1,0,0,1
50008,DR,2016,53,37,5,11,53
50008,DR,2017,40,37,3,0,40
50008,DR,2018,31,29,2,0,31
50008,DR,2019,38,38,0,0,38
50008,DR,2020,23,19,4,0,23
50008,DR,2021,10,9,1,0,10
50008,DR,2022,38,37,1,0,38
50008,MB,2016,52,52,0,0,52
50008,MB,2017,35,35,0,0,35
50008,MB,2018,48,48,0,0,48
50008,MB,2019,58,58,0,0,58
50008,MB,2020,44,44,0,0,44
50008,MB,2021,34,34,0,0,34
50008,MB,2022,31,31,0,0,31
50009,DR,2021,2,2,0,0,2
50009,MB,2019,2,2,0,0,2
50009,MB,2020,6,5,1,0,6
50009,MB,2021,10,9,0,1,10
50009,MB,2022,4,1,3,0,4
50010,DR,2017,2,2,0,0,2
50010,DR,2020,2,2,0,0,2
50010,DR,2021,2,2,0,0,2
50010,MB,2016,4,4,0,0,4
50010,MB,2018,2,2,0,0,2
50010,MB,2019,3,3,0,0,3
50010,MB,2020,4,4,0,0,4
50010,MB,2021,2,2,0,0,2
50011,DR,2016,1,1,0,0,1
50011,DR,2018,6,5,1,0,6
50011,DR,2019,10,6,4,0,10
50011,DR,2020,9,8,1,0,9
50011,DR,2021,4,3,1,0,4
50011,DR,2022,5,3,2,0,5
50011,MB,2016,1,1,0,0,1
50011,MB,2018,15,13,2,0,15
50011,MB,2019,25,23,2,0,25
50011,MB,2020,15,11,4,0,15
50011,MB,2021,19,15,4,0,19
50011,MB,2022,14,12,2,0,14
50012,DR,2016,16,16,0,0,16
50012,DR,2018,11,9,0,0,9
50012,DR,2019,9,9,0,0,9
50012,DR,2020,1,1,0,0,1
50012,DR,2022,10,10,0,0,10
50012,MB,2016,10,7,0,0,7
50012,MB,2017,8,4,0,0,4
50012,MB,2018,9,6,0,0,6
50012,MB,2019,16,15,0,0,15
50012,MB,2020,12,11,0,0,11
50012,MB,2021,15,15,0,0,15
50012,MB,2022,12,12,0,0,12
50012,SR,2017,1,1,0,0,1
50015,DR,2016,5,5,0,0,5
50015,DR,2017,7,7,0,0,7
50015,DR,2018,10,9,1,0,10
50015,DR,2019,10,8,2,0,10
50015,DR,2020,7,5,2,0,7
50015,DR,2021,8,8,0,0,8
50015,DR,2022,5,5,0,0,5
50015,HR,2016,12,12,0,0,12
50015,HR,2017,11,11,0,0,11
50015,HR,2018,13,11,2,0,13
50015,HR,2019,24,18,0,0,18
50015,HR,2020,9,7,1,0,8
50015,HR,2021,7,6,1,0,7
50015,HR,2022,8,8,0,0,8
50015,LR,2016,6,4,0,0,4
50015,LR,2017,4,4,0,0,4
50015,LR,2019,7,4,1,0,5
50015,LR,2020,2,2,0,0,2
50015,LR,2021,2,2,0,0,2
50015,LR,2022,1,1,0,0,1
50015,MB,2016,82,77,2,0,79
50015,MB,2017,60,56,2,0,58
50015,MB,2018,52,46,4,0,50
50015,MB,2019,58,49,3,0,52
50015,MB,2020,57,51,3,0,54
50015,MB,2021,54,52,0,0,52
50015,MB,2022,34,28,5,0,33
50015,RB,2016,8,8,0,0,8
50015,RB,2017,12,12,0,0,12
50015,RB,2018,13,11,1,0,12
50015,RB,2019,15,14,0,0,14
50015,RB,2020,7,7,0,0,7
50015,RB,2021,7,7,0,0,7
50015,RB,2022,6,6,0,0,6
50016,DR,2019,1,1,0,0,1
50016,DR,2020,1,1,0,0,1
50016,DR,2021,3,3,0,0,3
50016,DR,2022,1,1,0,0,1
50016,MB,2016,34,34,0,0,34
50016,MB,2017,24,23,0,0,23
50016,MB,2018,15,14,0,0,14
50016,MB,2019,31,31,0,0,31
50016,MB,2020,22,21,0,0,21
50016,MB,2021,20,20,0,0,20
50016,MB,2022,16,16,0,0,16
50017,DR,2016,2,2,0,0,2
50017,DR,2017,10,8,0,1,9
50017,DR,2018,29,27,2,0,29
50017,DR,2019,14,12,2,0,14
50017,DR,2020,5,5,0,0,5
50017,DR,2021,5,3,2,0,5
50017,DR,2022,2,0,2,0,2
50017,MB,2016,12,12,0,0,12
50017,MB,2017,20,12,2,0,14
50017,MB,2018,35,35,0,0,35
50017,MB,2019,30,26,4,0,30
50017,MB,2020,25,20,5,0,25
50017,MB,2021,7,4,2,0,6
50017,MB,2022,9,6,3,0,9
50017,TB,2016,1,1,0,0,1
50017,TB,2017,4,0,1,2,3
50017,TB,2018,1,0,1,0,1
50017,TB,2019,1,1,0,0,1
50017,TB,2020,2,1,0,1,2
50017,TB,2021,5,4,1,0,5
50020,MB,2016,5,4,1,0,5
50021,MB,2021,1,1,0,0,1
50022,DR,2017,2,0,1,0,1
50022,DR,2018,1,1,0,0,1
50022,DR,2019,2,2,0,0,2
50022,DR,2021,1,1,0,0,1
50022,DR,2022,2,2,0,0,2
50022,MB,2017,6,4,1,0,5
50022,MB,2018,1,1,0,0,1
50022,MB,2019,17,16,0,0,16
50022,MB,2020,3,1,2,0,3
50022,MB,2021,1,0,1,0,1
50022,MB,2022,1,1,0,0,1
50024,MB,2018,1,1,0,0,1
50024,MB,2022,7,7,0,0,7
50025,DR,2022,2,1,0,0,1
50025,MB,2018,1,1,0,0,1
50025,MB,2019,2,1,0,0,1
50025,MB,2020,3,3,0,0,3
50025,MB,2022,2,1,0,0,1
50026,MB,2017,1,1,0,0,1
50026,MB,2019,2,2,0,0,2
50026,MB,2020,3,3,0,0,3
50027,LR,2016,3,3,0,0,3
50027,LR,2017,3,2,0,0,2
50027,LR,2018,5,3,2,0,5
50027,LR,2019,4,3,0,1,4
50027,LR,2020,2,1,0,0,1
50027,LR,2021,4,3,0,0,3
50027,LR,2022,1,1,0,0,1
50027,MB,2016,60,59,0,0,59
50027,MB,2017,62,62,0,0,62
50027,MB,2018,56,55,0,0,55
50027,MB,2019,52,52,0,0,52
50027,MB,2020,46,45,1,0,46
50027,MB,2021,27,27,0,0,27
50027,MB,2022,34,34,0,0,34
50028,CB,2018,1,1,0,0,1
50028,DR,2016,1,1,0,0,1
50028,DR,2017,1,1,0,0,1
50028,DR,2018,4,4,0,0,4
50028,DR,2019,3,3,0,0,3
50028,MB,2016,1,1,0,0,1
50028,MB,2017,3,3,0,0,3
50028,MB,2018,4,4,0,0,4
50028,MB,2019,3,3,0,0,3
50028,MB,2020,1,1,0,0,1
50029,DR,2016,1,1,0,0,1
50029,DR,2017,1,1,0,0,1
50031,DR,2016,2,2,0,0,2
50031,DR,2017,16,15,0,0,15
50031,DR,2018,11,11,0,0,11
50031,DR,2019,11,10,1,0,11
50031,DR,2020,3,3,0,0,3
50031,DR,2021,1,1,0,0,1
50031,DR,2022,9,9,0,0,9
50031,MB,2016,12,10,0,0,10
50031,MB,2017,16,15,0,0,15
50031,MB,2018,20,20,0,0,20
50031,MB,2019,10,10,0,0,10
50031,MB,2020,8,8,0,0,8
50031,MB,2021,9,9,0,0,9
50031,MB,2022,12,12,0,0,12
50032,DR,2016,5,4,1,0,5
50032,DR,2017,7,4,3,0,7
50032,DR,2018,2,1,1,0,2
50032,DR,2019,10,6,4,0,10
50032,DR,2020,7,3,4,0,7
50032,DR,2021,11,7,4,0,11
50032,DR,2022,5,5,0,0,5
50032,MB,2016,9,5,2,0,7
50032,MB,2017,8,1,3,0,4
50032,MB,2018,14,8,4,0,12
