Primary UZA Population,Mode VOMS,Total Spending,Total Minor Injuries,Property Damage,Total Injuries,Total Fatalities,Total Serious Injuries,UPT,Mode
87454.0,61.0,12275088.0,0.0,0.0,0.0,0.0,0.0,7007786.0,MB
87454.0,60.0,14988112.0,0.0,0.0,0.0,0.0,0.0,6625509.0,MB
87454.0,62.0,5503270.0,0.0,0.0,0.0,0.0,0.0,6508742.0,MB
87454.0,61.0,9923798.0,1.0,0.0,1.0,0.0,0.0,6453552.0,MB
87454.0,64.0,4599293.0,0.0,0.0,0.0,0.0,0.0,1963168.0,MB
87454.0,72.0,3443657.0,0.0,0.0,0.0,0.0,0.0,2125161.0,MB
83674.0,56.0,2360220.0,1.0,7500.0,0.0,0.0,0.0,3931006.0,MB
87454.0,43.0,1456876.0,0.0,0.0,0.0,0.0,0.0,186546.0,MB
87454.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,161036.0,MB
87454.0,38.0,185746.0,0.0,0.0,0.0,0.0,0.0,164578.0,MB
87454.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,151732.0,MB
87454.0,35.0,36536.0,0.0,0.0,0.0,0.0,0.0,76325.0,MB
87454.0,27.0,462318.0,0.0,0.0,0.0,0.0,0.0,45510.0,MB
4586770.0,8.0,2558210.0,0.0,0.0,0.0,0.0,0.0,658488.0,MB
4586770.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,630694.0,MB
4586770.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,595152.0,MB
4586770.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,601303.0,MB
4586770.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,341471.0,MB
4586770.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,413415.0,MB
5174759.0,8.0,3090540.0,0.0,0.0,0.0,0.0,0.0,695318.0,MB
66086.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,MB
66086.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,MB
66086.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,MB
66086.0,22.0,3950500.0,0.0,2000.0,1.0,0.0,0.0,304701.0,MB
66086.0,22.0,5047155.0,0.0,0.0,0.0,0.0,0.0,289375.0,MB
66086.0,22.0,3596992.0,0.0,10000.0,0.0,0.0,0.0,287945.0,MB
66086.0,22.0,221702.0,0.0,56000.0,0.0,0.0,0.0,276704.0,MB
66086.0,21.0,1182098.0,0.0,0.0,0.0,0.0,0.0,173930.0,MB
66086.0,22.0,808084.0,0.0,0.0,0.0,0.0,0.0,173111.0,MB
1745039.0,22.0,1758821.0,0.0,50001.0,2.0,0.0,0.0,200947.0,MB
4586770.0,226.0,9009913.0,17.0,152500.0,13.0,0.0,0.0,8662564.0,MB
4586770.0,235.0,5188754.0,14.0,87000.0,15.0,0.0,0.0,8463046.0,MB
4586770.0,245.0,7427912.0,7.0,139200.0,10.0,0.0,0.0,8287243.0,MB
4586770.0,264.0,3619917.0,8.0,293500.0,24.0,0.0,0.0,8298785.0,MB
4586770.0,237.0,10470433.0,6.0,219900.0,9.0,1.0,0.0,5015096.0,MB
4586770.0,276.0,5224192.0,18.0,426925.0,10.0,1.0,0.0,5824571.0,MB
5174759.0,568.0,23187647.0,6.0,404150.0,11.0,0.0,0.0,7650870.0,MB
4586770.0,92.0,4755577.0,0.0,36500.0,6.0,0.0,0.0,1547628.0,MB
4586770.0,92.0,3864415.0,0.0,292500.0,7.0,0.0,0.0,1487350.0,MB
4586770.0,84.0,1980339.0,0.0,46500.0,4.0,3.0,0.0,1470555.0,MB
4586770.0,84.0,39835640.0,0.0,8000.0,0.0,0.0,0.0,1512265.0,MB
4586770.0,92.0,25555826.0,0.0,0.0,0.0,0.0,0.0,503649.0,MB
4586770.0,87.0,5612013.0,0.0,3000.0,0.0,0.0,0.0,449939.0,MB
5174759.0,80.0,361048.0,0.0,19532.0,0.0,0.0,0.0,760781.0,MB
4586770.0,1.0,170155.0,0.0,0.0,0.0,0.0,0.0,758.0,MB
4586770.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1956.0,MB
4586770.0,36.0,2478234.0,2.0,44400.0,5.0,0.0,0.0,1119288.0,MB
4586770.0,36.0,0.0,1.0,1500.0,1.0,0.0,0.0,992029.0,MB
4586770.0,28.0,0.0,1.0,15000.0,0.0,0.0,0.0,907443.0,MB
4586770.0,28.0,0.0,0.0,900.0,1.0,0.0,0.0,852278.0,MB
4586770.0,30.0,1420299.0,1.0,0.0,0.0,0.0,0.0,457571.0,MB
4586770.0,32.0,0.0,1.0,205000.0,4.0,0.0,0.0,473867.0,MB
5174759.0,32.0,20300.0,5.0,325500.0,9.0,0.0,0.0,760069.0,MB
4586770.0,404.0,34084.0,0.0,0.0,0.0,0.0,0.0,1216780.0,MB
4586770.0,481.0,64688.0,0.0,0.0,0.0,0.0,0.0,1331718.0,MB
4586770.0,547.0,0.0,0.0,33506.0,0.0,0.0,0.0,1408537.0,MB
4586770.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,1501022.0,MB
4586770.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,635413.0,MB
4586770.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,478912.0,MB
4586770.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,27679.0,MB
4586770.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,23053.0,MB
4586770.0,66.0,3111912.0,0.0,0.0,0.0,0.0,0.0,3967200.0,MB
4586770.0,72.0,8746245.0,0.0,0.0,0.0,0.0,0.0,3887182.0,MB
4586770.0,72.0,720515.0,2.0,0.0,0.0,0.0,0.0,3861024.0,MB
4586770.0,101.0,16472426.0,4.0,0.0,0.0,0.0,0.0,4141066.0,MB
4586770.0,101.0,5980033.0,6.0,0.0,0.0,0.0,0.0,1739007.0,MB
4586770.0,67.0,10432683.0,2.0,9487.0,2.0,0.0,0.0,2094725.0,MB
5174759.0,150.0,18388638.0,7.0,15000.0,0.0,0.0,0.0,3868230.0,MB
141576.0,18.0,0.0,0.0,7000.0,3.0,0.0,0.0,64102.0,MB
141576.0,18.0,0.0,0.0,10000.0,1.0,0.0,0.0,51793.0,MB
141576.0,15.0,240548.0,0.0,0.0,0.0,0.0,0.0,43420.0,MB
141576.0,15.0,120771.0,1.0,0.0,0.0,0.0,0.0,42443.0,MB
141576.0,18.0,110364.0,0.0,0.0,0.0,0.0,0.0,24469.0,MB
141576.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,28813.0,MB
141576.0,18.0,2988803.0,0.0,1000.0,1.0,0.0,0.0,596034.0,MB
141576.0,18.0,789363.0,0.0,0.0,0.0,0.0,0.0,549531.0,MB
141576.0,21.0,2759554.0,0.0,0.0,0.0,0.0,0.0,551902.0,MB
141576.0,21.0,2311391.0,1.0,20000.0,2.0,0.0,0.0,552122.0,MB
141576.0,21.0,512162.0,2.0,15000.0,2.0,0.0,0.0,359536.0,MB
141576.0,18.0,4192566.0,0.0,15000.0,3.0,0.0,0.0,434347.0,MB
176456.0,20.0,2168881.0,1.0,45000.0,1.0,0.0,0.0,536321.0,MB
5441567.0,277.0,11926986.0,22.0,190000.0,24.0,0.0,0.0,962401.0,MB
5441567.0,256.0,11969888.0,15.0,264000.0,10.0,0.0,0.0,947578.0,MB
5441567.0,305.0,11704149.0,13.0,364250.0,20.0,1.0,0.0,928421.0,MB
5441567.0,294.0,8924473.0,12.0,363000.0,17.0,0.0,0.0,969240.0,MB
5441567.0,305.0,5907170.0,6.0,423000.0,9.0,0.0,0.0,482514.0,MB
5441567.0,299.0,6830237.0,5.0,210000.0,10.0,0.0,0.0,586527.0,MB
5696125.0,280.0,4386210.0,8.0,159000.0,8.0,0.0,0.0,753297.0,MB
5441567.0,204.0,4366995.0,33.0,292700.0,58.0,1.0,0.0,7784229.0,MB
5441567.0,195.0,10420811.0,32.0,503600.0,61.0,1.0,0.0,7389093.0,MB
5441567.0,197.0,7648091.0,41.0,524000.0,60.0,1.0,0.0,7078681.0,MB
5441567.0,199.0,18984257.0,19.0,393200.0,45.0,0.0,0.0,7243016.0,MB
5441567.0,201.0,34497057.0,22.0,318000.0,38.0,0.0,0.0,4658199.0,MB
5441567.0,248.0,27471455.0,19.0,349700.0,39.0,0.0,0.0,4880170.0,MB
5696125.0,388.0,30137817.0,26.0,555300.0,49.0,0.0,0.0,6250796.0,MB
75689.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7812.0,MB
75689.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10164.0,MB
75689.0,4.0,277712.0,0.0,0.0,0.0,0.0,0.0,10306.0,MB
75689.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,13062.0,MB
75689.0,5.0,230232.0,0.0,0.0,0.0,0.0,0.0,10822.0,MB
75689.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17409.0,MB
75689.0,33.0,416080.0,2.0,25000.0,3.0,0.0,0.0,2507237.0,MB
75689.0,31.0,2615989.0,1.0,5000.0,1.0,0.0,0.0,2287978.0,MB
75689.0,29.0,1770386.0,6.0,7950.0,8.0,0.0,0.0,2115550.0,MB
75689.0,30.0,3479193.0,8.0,0.0,0.0,0.0,0.0,1409416.0,MB
75689.0,18.0,474874.0,1.0,1000.0,1.0,0.0,0.0,623169.0,MB
75689.0,17.0,2844272.0,0.0,0.0,0.0,0.0,0.0,628712.0,MB
89585.0,20.0,1771926.0,0.0,0.0,0.0,0.0,0.0,714940.0,MB
107682.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5769.0,MB
107682.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5898.0,MB
107682.0,1.0,165617.0,0.0,0.0,0.0,0.0,0.0,5880.0,MB
107682.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5024.0,MB
107682.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3716.0,MB
107682.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3486.0,MB
107682.0,5.0,96079.0,3.0,0.0,0.0,0.0,0.0,246452.0,MB
107682.0,5.0,134812.0,0.0,0.0,0.0,0.0,0.0,236735.0,MB
107682.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,228843.0,MB
107682.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,212973.0,MB
107682.0,5.0,2552850.0,3.0,0.0,0.0,0.0,0.0,116776.0,MB
107682.0,5.0,16486.0,1.0,0.0,0.0,0.0,0.0,131063.0,MB
5696125.0,5.0,1052827.0,0.0,0.0,0.0,0.0,0.0,140270.0,MB
1733853.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,209560.0,MB
1733853.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,189295.0,MB
1733853.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,166319.0,MB
1733853.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,132943.0,MB
1733853.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,26432.0,MB
1733853.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10399.0,MB
4586770.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,100970.0,MB
4586770.0,14.0,0.0,2.0,1500.0,1.0,0.0,0.0,99113.0,MB
4586770.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,91878.0,MB
4586770.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,85379.0,MB
4586770.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,36923.0,MB
4586770.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,39978.0,MB
4586770.0,46.0,18554340.0,5.0,74906.0,3.0,0.0,0.0,3356046.0,MB
4586770.0,48.0,13571914.0,4.0,152500.0,7.0,0.0,0.0,3257453.0,MB
4586770.0,48.0,14201351.0,2.0,21500.0,3.0,0.0,0.0,2863777.0,MB
4586770.0,56.0,27855860.0,2.0,419500.0,7.0,0.0,0.0,2950466.0,MB
4586770.0,56.0,13564817.0,2.0,5000.0,2.0,0.0,0.0,1616830.0,MB
4586770.0,42.0,9164630.0,2.0,2000.0,2.0,0.0,0.0,1582710.0,MB
5174759.0,100.0,19405339.0,5.0,29500.0,2.0,0.0,0.0,1901029.0,MB
4586770.0,55.0,0.0,0.0,12600.0,2.0,0.0,0.0,1085814.0,MB
4586770.0,50.0,1874720.0,0.0,0.0,1.0,0.0,0.0,1141430.0,MB
4586770.0,65.0,3689406.0,0.0,3407.0,1.0,0.0,0.0,1306613.0,MB
4586770.0,65.0,3190250.0,0.0,25883.0,1.0,0.0,0.0,1348277.0,MB
4586770.0,64.0,984984.0,0.0,0.0,1.0,0.0,0.0,310905.0,MB
4586770.0,23.0,1279630.0,0.0,0.0,0.0,0.0,0.0,95199.0,MB
4586770.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13819.0,MB
4586770.0,5.0,0.0,0.0,20000.0,2.0,0.0,0.0,14449.0,MB
4586770.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8489.0,MB
4586770.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10346.0,MB
4586770.0,37.0,2566219.0,0.0,2000.0,0.0,0.0,0.0,679680.0,MB
4586770.0,46.0,9338960.0,0.0,2000.0,1.0,0.0,0.0,577497.0,MB
4586770.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,367155.0,MB
4586770.0,26.0,0.0,0.0,17600.0,2.0,0.0,0.0,401239.0,MB
4586770.0,23.0,5203080.0,0.0,0.0,0.0,0.0,0.0,254882.0,MB
4586770.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,273279.0,MB
1439666.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,361345.0,MB
1439666.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,370430.0,MB
1439666.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,367790.0,MB
1439666.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,383562.0,MB
1439666.0,115.0,4575236.0,0.0,56193.0,5.0,0.0,0.0,271209.0,MB
1439666.0,82.0,72833.0,0.0,42000.0,8.0,0.0,0.0,288470.0,MB
1439666.0,236.0,28227146.0,55.0,353250.0,124.0,3.0,0.0,12841619.0,MB
1439666.0,227.0,2730016.0,35.0,192900.0,73.0,0.0,0.0,12145623.0,MB
1439666.0,242.0,5445452.0,34.0,101800.0,49.0,0.0,0.0,11241802.0,MB
1439666.0,243.0,18595807.0,35.0,196800.0,59.0,0.0,0.0,10661277.0,MB
1439666.0,248.0,14150342.0,34.0,206100.0,21.0,1.0,0.0,6186533.0,MB
1439666.0,240.0,18970580.0,43.0,189400.0,34.0,1.0,0.0,5284688.0,MB
1451578.0,225.0,7419327.0,44.0,72100.0,29.0,0.0,0.0,5403353.0,MB
1439666.0,26.0,0.0,0.0,20000.0,2.0,0.0,0.0,86937.0,MB
1439666.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,109950.0,MB
1439666.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,128143.0,MB
1439666.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,120498.0,MB
1439666.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,57957.0,MB
1439666.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,45341.0,MB
4586770.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,120468.0,MB
4586770.0,40.0,120000.0,1.0,0.0,0.0,0.0,0.0,105411.0,MB
4586770.0,31.0,300080.0,1.0,0.0,0.0,0.0,0.0,88752.0,MB
4586770.0,28.0,0.0,0.0,20000.0,1.0,0.0,0.0,68605.0,MB
4586770.0,28.0,27499.0,0.0,0.0,0.0,0.0,0.0,49542.0,MB
4586770.0,28.0,51593.0,0.0,0.0,0.0,0.0,0.0,39524.0,MB
4586770.0,76.0,741512.0,2.0,1000.0,1.0,0.0,0.0,2997987.0,MB
4586770.0,76.0,190084.0,3.0,36700.0,13.0,1.0,0.0,2897966.0,MB
4586770.0,78.0,12525.0,0.0,214300.0,30.0,1.0,0.0,2701493.0,MB
4586770.0,78.0,2591264.0,1.0,153500.0,16.0,0.0,0.0,2582494.0,MB
4586770.0,78.0,2486507.0,0.0,30000.0,6.0,0.0,0.0,1158495.0,MB
4586770.0,65.0,17724105.0,0.0,12000.0,0.0,0.0,0.0,972390.0,MB
5174759.0,65.0,9066719.0,0.0,9000.0,0.0,0.0,0.0,1317321.0,MB
51370.0,22.0,450530.0,0.0,0.0,0.0,0.0,0.0,117682.0,MB
51370.0,21.0,687718.0,0.0,0.0,0.0,0.0,0.0,121223.0,MB
51370.0,21.0,9895.0,0.0,20000.0,0.0,0.0,0.0,120804.0,MB
51370.0,20.0,132244.0,0.0,0.0,0.0,0.0,0.0,123897.0,MB
51370.0,22.0,408018.0,0.0,0.0,0.0,0.0,0.0,86748.0,MB
51370.0,18.0,557994.0,0.0,0.0,0.0,0.0,0.0,87300.0,MB
51370.0,10.0,349313.0,0.0,0.0,0.0,0.0,0.0,154219.0,MB
51370.0,10.0,400358.0,0.0,41000.0,6.0,1.0,0.0,148933.0,MB
51370.0,10.0,23933.0,0.0,0.0,0.0,0.0,0.0,131273.0,MB
51370.0,10.0,590052.0,0.0,0.0,0.0,0.0,0.0,123363.0,MB
51370.0,10.0,298122.0,0.0,0.0,0.0,0.0,0.0,66789.0,MB
51370.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,61210.0,MB
109919.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,38204.0,MB
109919.0,11.0,194934.0,0.0,0.0,0.0,0.0,0.0,42087.0,MB
109919.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,41551.0,MB
109919.0,14.0,69488.0,0.0,0.0,0.0,0.0,0.0,49998.0,MB
109919.0,16.0,124856.0,0.0,0.0,0.0,0.0,0.0,37766.0,MB
109919.0,10.0,0.0,0.0,30000.0,2.0,0.0,0.0,41959.0,MB
109919.0,16.0,508230.0,2.0,55400.0,11.0,0.0,0.0,853680.0,MB
109919.0,16.0,654892.0,1.0,36500.0,10.0,0.0,0.0,816237.0,MB
109919.0,16.0,938318.0,1.0,1000.0,7.0,0.0,0.0,755719.0,MB
109919.0,16.0,857936.0,0.0,300.0,2.0,0.0,0.0,773995.0,MB
109919.0,17.0,579640.0,0.0,6000.0,4.0,0.0,0.0,456738.0,MB
109919.0,17.0,104947.0,1.0,21500.0,4.0,0.0,0.0,407854.0,MB
118601.0,16.0,482471.0,2.0,10000.0,3.0,0.0,0.0,424785.0,MB
88542.0,8.0,187044.0,0.0,0.0,0.0,0.0,0.0,29673.0,MB
88542.0,8.0,95761.0,1.0,0.0,0.0,0.0,0.0,29987.0,MB
88542.0,9.0,99290.0,0.0,0.0,0.0,0.0,0.0,29642.0,MB
88542.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,27504.0,MB
88542.0,10.0,173675.0,0.0,0.0,0.0,0.0,0.0,21456.0,MB
88542.0,9.0,530696.0,0.0,0.0,0.0,0.0,0.0,26483.0,MB
88542.0,34.0,2489216.0,1.0,0.0,0.0,0.0,0.0,3562582.0,MB
88542.0,32.0,1778694.0,2.0,42590.0,1.0,0.0,0.0,3867375.0,MB
88542.0,37.0,4609472.0,0.0,3000.0,0.0,0.0,0.0,4336566.0,MB
88542.0,40.0,1613748.0,0.0,0.0,0.0,0.0,0.0,4664822.0,MB
88542.0,40.0,2844939.0,1.0,7500.0,1.0,0.0,0.0,1444421.0,MB
88542.0,40.0,11164033.0,3.0,11000.0,0.0,0.0,0.0,2137012.0,MB
72400.0,32.0,8142604.0,1.0,53200.0,0.0,0.0,0.0,3322582.0,MB
66784.0,7.0,42334.0,0.0,5000.0,1.0,0.0,0.0,30755.0,MB
66784.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31516.0,MB
66784.0,8.0,58149.0,2.0,0.0,0.0,0.0,0.0,32426.0,MB
66784.0,7.0,62807.0,0.0,0.0,0.0,0.0,0.0,32707.0,MB
66784.0,7.0,128764.0,0.0,0.0,0.0,0.0,0.0,21830.0,MB
66784.0,6.0,131978.0,0.0,0.0,0.0,0.0,0.0,28603.0,MB
66784.0,32.0,555501.0,1.0,712.0,1.0,0.0,0.0,2674554.0,MB
66784.0,32.0,4120018.0,0.0,0.0,1.0,0.0,0.0,2271922.0,MB
66784.0,32.0,25340.0,3.0,45000.0,2.0,0.0,0.0,2098653.0,MB
66784.0,33.0,47091.0,2.0,0.0,0.0,0.0,0.0,2226543.0,MB
66784.0,36.0,153672.0,0.0,15000.0,0.0,0.0,0.0,831762.0,MB
66784.0,35.0,3056674.0,0.0,8500.0,3.0,0.0,0.0,990545.0,MB
73377.0,33.0,1770254.0,0.0,0.0,0.0,0.0,0.0,1294476.0,MB
77086.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26360.0,MB
77086.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,23162.0,MB
77086.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10919.0,MB
77086.0,12.0,295606.0,0.0,0.0,0.0,0.0,0.0,49099.0,MB
77086.0,12.0,237284.0,1.0,0.0,0.0,0.0,0.0,47195.0,MB
77086.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,48470.0,MB
77086.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,49896.0,MB
77086.0,12.0,19130.0,0.0,0.0,0.0,0.0,0.0,28267.0,MB
77086.0,11.0,160826.0,0.0,0.0,0.0,0.0,0.0,32957.0,MB
75485.0,12.0,250610.0,0.0,0.0,0.0,0.0,0.0,39812.0,MB
77086.0,8.0,75652.0,0.0,75000.0,13.0,0.0,0.0,302291.0,MB
77086.0,8.0,106451.0,1.0,15000.0,0.0,0.0,0.0,280962.0,MB
77086.0,8.0,601028.0,1.0,40000.0,0.0,0.0,0.0,303588.0,MB
77086.0,13.0,3578260.0,0.0,43000.0,3.0,0.0,0.0,308074.0,MB
77086.0,13.0,1175346.0,1.0,95001.0,7.0,0.0,0.0,184957.0,MB
77086.0,11.0,90392.0,0.0,0.0,0.0,0.0,0.0,180594.0,MB
75485.0,12.0,490809.0,0.0,0.0,0.0,0.0,0.0,195106.0,MB
98081.0,23.0,23150.0,0.0,0.0,0.0,0.0,0.0,48387.0,MB
98081.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,47576.0,MB
98081.0,18.0,907470.0,0.0,30371.0,0.0,0.0,0.0,57536.0,MB
98081.0,20.0,238924.0,1.0,10000.0,0.0,0.0,0.0,64994.0,MB
98081.0,20.0,369738.0,0.0,0.0,0.0,0.0,0.0,34017.0,MB
98081.0,20.0,460587.0,1.0,0.0,0.0,0.0,0.0,38292.0,MB
78075.0,19.0,96716.0,2.0,0.0,0.0,0.0,0.0,48232.0,MB
98081.0,15.0,56970.0,0.0,10300.0,4.0,0.0,0.0,324616.0,MB
98081.0,15.0,234814.0,0.0,0.0,0.0,0.0,0.0,305668.0,MB
98081.0,15.0,2185226.0,0.0,17100.0,1.0,0.0,0.0,267093.0,MB
98081.0,17.0,946163.0,0.0,5600.0,0.0,0.0,0.0,247998.0,MB
98081.0,17.0,452941.0,1.0,5000.0,1.0,0.0,0.0,130187.0,MB
98081.0,17.0,520823.0,0.0,3845.0,1.0,0.0,0.0,132355.0,MB
78075.0,13.0,800000.0,0.0,5500.0,1.0,0.0,0.0,152311.0,MB
18351295.0,41.0,352628.0,0.0,0.0,0.0,0.0,0.0,901699.0,MB
4586770.0,7.0,22808.0,0.0,0.0,0.0,0.0,0.0,110655.0,MB
1733853.0,60.0,629744.0,11.0,12700.0,1.0,0.0,0.0,209397.0,MB
1733853.0,62.0,390524.0,8.0,33678.0,1.0,0.0,0.0,210484.0,MB
1733853.0,62.0,205393.0,8.0,22200.0,2.0,0.0,0.0,202650.0,MB
1733853.0,58.0,141785.0,5.0,12000.0,1.0,0.0,0.0,204905.0,MB
1733853.0,57.0,960974.0,1.0,11000.0,0.0,0.0,0.0,130720.0,MB
1733853.0,40.0,1490340.0,1.0,0.0,0.0,0.0,0.0,149304.0,MB
1745039.0,41.0,680863.0,2.0,0.0,0.0,0.0,0.0,162164.0,MB
1733853.0,8.0,284894.0,0.0,2500.0,0.0,0.0,0.0,84280.0,MB
1733853.0,8.0,177431.0,1.0,0.0,0.0,0.0,0.0,83362.0,MB
1733853.0,8.0,1136335.0,2.0,15000.0,0.0,0.0,0.0,98802.0,MB
1733853.0,8.0,1044531.0,0.0,0.0,0.0,0.0,0.0,99348.0,MB
1733853.0,8.0,457814.0,0.0,0.0,0.0,0.0,0.0,51190.0,MB
1733853.0,7.0,468184.0,0.0,0.0,0.0,0.0,0.0,50474.0,MB
1745039.0,7.0,286305.0,0.0,0.0,0.0,0.0,0.0,67593.0,MB
4586770.0,52.0,354712.0,1.0,23000.0,3.0,0.0,0.0,5200746.0,MB
4586770.0,47.0,15461324.0,2.0,10000.0,2.0,0.0,0.0,3956397.0,MB
4586770.0,52.0,15651006.0,0.0,8000.0,3.0,0.0,0.0,4575449.0,MB
4586770.0,57.0,1542190.0,0.0,0.0,0.0,0.0,0.0,5392407.0,MB
4586770.0,59.0,1167080.0,0.0,0.0,0.0,0.0,0.0,1187729.0,MB
4586770.0,65.0,1700854.0,10.0,45000.0,0.0,0.0,0.0,1525432.0,MB
5174759.0,57.0,2145093.0,11.0,150000.0,6.0,0.0,0.0,1842803.0,MB
2203663.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,107458.0,MB
2203663.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,103327.0,MB
2203663.0,36.0,68000.0,0.0,0.0,0.0,0.0,0.0,105370.0,MB
2203663.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,113001.0,MB
2203663.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,43063.0,MB
2203663.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,40043.0,MB
2203663.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,180518.0,MB
2203663.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,161530.0,MB
2203663.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,179457.0,MB
2203663.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,146167.0,MB
2203663.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,71017.0,MB
2203663.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,100059.0,MB
2203663.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,3168204.0,MB
2203663.0,17.0,0.0,0.0,70000.0,0.0,0.0,0.0,2573316.0,MB
2203663.0,16.0,0.0,2.0,14000.0,1.0,0.0,0.0,2097270.0,MB
2203663.0,17.0,0.0,9.0,101576.0,2.0,0.0,0.0,1277949.0,MB
2203663.0,19.0,2787520.0,0.0,0.0,0.0,0.0,0.0,746621.0,MB
2203663.0,19.0,2656577.0,3.0,1000.0,1.0,0.0,0.0,928803.0,MB
402004.0,116.0,2963788.0,6.0,32183.0,2.0,0.0,0.0,516601.0,MB
402004.0,106.0,218451.0,15.0,62002.0,4.0,0.0,0.0,513906.0,MB
402004.0,106.0,2023928.0,11.0,33001.0,1.0,1.0,0.0,513456.0,MB
402004.0,107.0,0.0,5.0,55002.0,2.0,0.0,0.0,272798.0,MB
402004.0,73.0,2253579.0,8.0,18101.0,1.0,0.0,0.0,280371.0,MB
394530.0,88.0,2075411.0,7.0,107502.0,2.0,0.0,0.0,313723.0,MB
402004.0,76.0,6066598.0,13.0,112917.0,9.0,0.0,0.0,4588523.0,MB
402004.0,76.0,12121227.0,17.0,139077.0,8.0,0.0,0.0,4623752.0,MB
402004.0,76.0,15061317.0,11.0,84002.0,15.0,0.0,0.0,4506168.0,MB
402004.0,75.0,18801290.0,5.0,111504.0,2.0,0.0,0.0,2883294.0,MB
